signal_date,ticker,entry_date,entry_price,adjusted_entry_price,shares,cash_before,cash_after_entry,partial_exit_date,partial_exit_price,partial_exit_shares,exit_date,exit_price,exit_reason,cash_after_exit,pnl_dollars,trade_return_pct,account_return_pct,selection_score,relative_volume_prev20,return_5d,return_20d,green_days_5,max_daily_gain_5,atr_pct,distance_to_52w_high_prev,event_filter_status,status
2024-11-13,KTOS,2024-11-14,27.65999984741211,27.687659847259518,5,148.8673943775177,10.429095141220131,,,0,2024-11-15,24.918893862533565,STOP,135.02356445388796,-13.843829923629755,-0.09999999999999998,-0.09299437248510398,1.0,1.609440276016877,0.14256279436393027,0.07731156910696879,4.0,0.09026027061610087,0.034387724767396516,0.0010829883924412531,UNKNOWN,EXECUTED
2024-11-18,HOOD,2024-11-19,34.560001373291016,34.5945613746643,3,135.02356445388796,31.239880329895044,2024-12-04,39.78374558086394,1,2024-12-17,41.630001068115234,TIME_EXIT,154.28362804698946,19.260063593101506,0.1855789159507099,0.14264223930837666,1.0,1.7572975517890772,0.06707319555220237,0.297738260700265,3.0,0.08292080230449272,0.0637204072913345,0.019813528881771347,UNKNOWN,EXECUTED
2025-01-06,KTOS,2025-01-07,29.8799991607666,29.909879159927364,5,154.28362804698946,4.734232247352651,2025-01-16,34.39636103391646,1,2025-02-05,34.279998779296875,TIME_EXIT,176.2505883984566,21.96696035146715,0.14688765697788594,0.1423803719781387,1.0,3.2861184800024716,0.11349925252360493,0.08168503706614283,4.0,0.07459975176703915,0.040394761458013025,0.02856153355352542,UNKNOWN,EXECUTED
2025-02-18,ACHR,2025-02-19,10.989999771118164,11.000989770889282,16,176.2505883984566,0.23475206422810402,,,0,2025-02-20,9.900890793800354,STOP,158.64900476503377,-17.601583633422848,-0.09999999999999998,-0.09986680778409805,1.0,2.3057830041363725,0.0460784584134879,0.2097506174014212,3.0,0.08718486174327644,0.07936136942574556,-0.14468939879608467,UNKNOWN,EXECUTED
2025-04-29,GM,2025-04-30,46.209999084472656,46.256209083557124,3,158.64900476503377,19.88037751436238,,,0,2025-05-28,48.130001068115234,TIME_EXIT,164.27038071870808,5.621375953674317,0.040508982938340043,0.03543278422704148,1.0,1.667481453543013,0.03941538497146113,-0.0019136754183269877,4.0,0.022687628971760132,0.03839247133981917,-0.2335075548632125,UNKNOWN,EXECUTED
2025-05-29,PATH,2025-05-30,14.859999656677246,14.874859656333921,11,164.27038071870808,0.6469244990349523,,,0,2025-05-30,13.38737369070053,STOP,147.90803509674078,-16.362345621967307,-0.09999999999999996,-0.0996061831133497,1.0,3.057645243007613,0.06065571989240359,0.08375209674571016,4.0,0.024252238763970313,0.0268933533814815,-0.3244584120842754,UNKNOWN,EXECUTED
2025-06-05,KTOS,2025-06-06,40.93000030517578,40.970930305480955,3,147.90803509674078,24.995244180297902,,,0,2025-07-07,44.779998779296875,TIME_EXIT,159.33524051818853,11.427205421447752,0.09297002644107284,0.07725885489570375,1.0,1.7075709066161293,0.10787812989991741,0.11924567590963764,4.0,0.031173801705228543,0.037519461679954194,-0.0007427278967615525,UNKNOWN,EXECUTED
2025-07-11,LI,2025-07-14,28.399999618530273,28.428399618148802,5,159.33524051818853,17.193242427444517,,,0,2025-08-01,25.585559656333924,STOP,145.12104070911414,-14.214199809074387,-0.0999999999999999,-0.0892093912360323,1.0,2.714430727598571,0.06610137493776946,-0.05918366645220885,3.0,0.030641745447872903,0.03160831928697117,-0.16485505013758595,UNKNOWN,EXECUTED
2025-08-08,XPEV,2025-08-11,21.030000686645508,21.05103068733215,6,145.12104070911414,18.814856585121234,2025-08-26,24.208685290431973,1,2025-08-29,21.05103068733215,STOP,148.27869531221396,3.1576546030998145,0.024999999999999935,0.021758764874275752,1.0,1.5959717144295815,0.11911366297813952,0.1609196095284562,4.0,0.04487542423979218,0.029759540809745813,-0.25625917244384033,UNKNOWN,EXECUTED
2025-09-03,HUT,2025-09-04,27.600000381469727,27.62760038185119,5,148.27869531221396,10.140693402957993,,,0,2025-09-05,24.864840343666074,STOP,134.46489512128835,-13.813800190925605,-0.10000000000000006,-0.09316105838292832,0.8333333333333331,2.1258421593707415,0.06792745037617687,0.36507150722317716,3.0,0.025065472793415866,0.07283804386602481,-0.13395932971651492,UNKNOWN,EXECUTED
2025-09-15,LI,2025-09-16,25.760000228881836,25.785760229110714,5,134.46489512128835,5.5360939757347865,,,0,2025-10-10,23.207184206199642,STOP,121.572015006733,-12.892880114555354,-0.09999999999999998,-0.09588287041703991,1.0,1.730347582221467,0.09957987038684069,0.08185198422995676,3.0,0.06903597081943524,0.03900050038357812,-0.2098429673830704,UNKNOWN,EXECUTED
2025-10-16,CORZ,2025-10-17,18.65999984741211,18.67865984725952,6,121.572015006733,9.500055923175879,2025-10-30,21.480458824348446,1,2025-11-11,18.67865984725952,STOP,124.37381398382193,2.8017989770889358,0.02500000000000007,0.023046413904826406,1.0,1.5434381706345985,0.09035471607784862,0.1743283627638177,3.0,0.052798308965293694,0.05080977816423132,-0.025272558036137927,UNKNOWN,EXECUTED
2025-12-03,PATH,2025-12-04,16.100000381469727,16.116100381851194,7,124.37381398382193,11.56111131086358,2025-12-04,18.53351543912887,1,2025-12-15,16.116100381851194,STOP,126.7912290410996,2.4174150572776654,0.021428571428571307,0.019436688317623785,1.0,2.5861205894629693,0.09184423449906065,0.041345422563920264,5.0,0.03916080129182187,0.04629397173759235,-0.2070437653057351,UNKNOWN,EXECUTED
2025-12-19,MRNA,2025-12-22,33.59000015258789,33.623590152740476,3,126.7912290410996,25.92045858287817,,,0,2025-12-31,30.261231137466428,STOP,116.70415199527746,-10.087077045822141,-0.09999999999999999,-0.07955658385922261,1.0,2.299198872161758,0.14731840758526538,0.511627831593745,4.0,0.09208395489068222,0.04335165323195073,-0.3090760322530638,UNKNOWN,EXECUTED
2026-01-06,F,2026-01-07,13.800000190734863,13.813800190925596,8,116.70415199527746,6.19375046787269,,,0,2026-02-04,13.819999694824219,TIME_EXIT,116.75374802646644,0.04959603118898315,0.00044879061611846686,0.00042497229396765677,1.0,1.9397721944193977,0.03915666176352617,0.059094433886691444,3.0,0.0244988802645989,0.016873706955611686,-0.013581099606273628,UNKNOWN,EXECUTED
2026-03-09,XPEV,2026-03-10,18.709999084472656,18.728709083557128,6,116.75374802646644,4.381493525123673,,,0,2026-03-27,16.855838175201416,STOP,105.51652257633218,-11.237225450134261,-0.09999999999999987,-0.09624723522868782,1.0,2.877616432523237,0.08593296124130556,0.041196471663224266,4.0,0.06524255704536275,0.042396437323965315,-0.34655568039282125,UNKNOWN,EXECUTED
2026-04-21,CORZ,2026-04-22,21.329999923706055,21.35132992362976,4,105.51652257633218,20.111202881813142,,,0,2026-04-28,19.216196931266783,STOP,96.97599060688027,-8.540531969451905,-0.10000000000000002,-0.0809402334432843,1.0,2.126762673711901,0.11188437464900902,0.2527141467634606,4.0,0.0452943925776399,0.05156817467854964,-0.12103253510696044,UNKNOWN,EXECUTED
2026-05-13,NIO,2026-05-14,6.429999828338623,6.436429828166961,15,96.97599060688027,0.42954318437585925,,,0,2026-05-19,5.792786845350265,STOP,87.32134586462983,-9.65464474225044,-0.09999999999999999,-0.0995570623391545,1.0,1.8935410727909154,0.10847455188824684,0.01710733070778736,3.0,0.0756579019603969,0.045980778316987304,-0.18453870466777178,UNKNOWN,EXECUTED
2026-05-22,F,2026-05-26,14.779999732971191,14.79477973270416,5,87.32134586462983,13.347447201109034,2026-05-29,17.013996692609783,1,2026-06-05,14.79477973270416,STOP,89.54056282453546,2.219216959905623,0.029999999999999985,0.02541436962442116,1.0,1.6278625848013564,0.11417915897025366,0.20597739637824075,4.0,0.09217265704825306,0.04903835484385511,-0.0006692955480834817,UNKNOWN,EXECUTED
2026-06-23,BEAM,2026-06-24,33.5099983215332,33.54350831985473,2,89.54056282453546,22.453546184825996,,,0,2026-07-02,34.849998474121094,OPEN_AT_DATA_END,92.15354313306818,2.612980308532727,0.03894912070044382,0.029182084924495595,1.0,1.7702439886845827,0.06683804201842336,0.15921792843819582,3.0,0.05110837040663996,0.07308519888138766,-0.09978308564522631,UNKNOWN,EXECUTED
