sample_id,market_regime_label,spy_trend_label,qqq_trend_label,market_volatility_label,candidate_count,win_count,loss_count,total_pnl_dollars,average_pnl_dollars,average_forward_return_20d,worst_trade_pnl_dollars,simulated_win_rate
9,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,0,3,-25.51287385422839,-8.504291284742797,0.23517926489580687,-17.94642820358274,0.0
9,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,-1.7597166030066091,-0.5865722010022031,0.10955756049760401,-6.721947789873383,0.3333333333333333
9,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,-2.9947226333618033,-0.9982408777872678,0.0215635139595269,-8.087487117222366,0.3333333333333333
9,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,24,11,13,137.09705521569973,5.712377300654155,0.01103766877976344,-18.831930202756595,0.4583333333333333
9,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,0,3,-30.550159441130504,-10.183386480376834,-0.06787716340718908,-11.825917919703897,0.0
9,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,1,1,0,5.188223329816537,5.188223329816537,0.25982436695731326,5.188223329816537,1.0
9,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,0,1,-4.776099213736387,-4.776099213736387,-0.14501631141518567,-4.776099213736387,0.0
10,MIXED,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,1,0,14.246214494977707,14.246214494977707,0.40035112629435754,14.246214494977707,1.0
10,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,1,0,1,-7.139678483145573,-7.139678483145573,-0.5140638137044042,-7.139678483145573,0.0
10,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,0,1,-8.879906496865402,-8.879906496865402,-0.10474757312532934,-8.879906496865402,0.0
10,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,0,3,-4.200873875481719,-1.4002912918272397,0.00984637193431622,-2.2228382377624456,0.0
10,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-4.129635819298855,-4.129635819298855,-0.07228918315975852,-4.129635819298855,0.0
10,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,19,7,12,-24.38409124646852,-1.2833732234983433,-0.03853160993926921,-30.530572537217793,0.3684210526315789
10,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,0.181452063628619,0.06048402120953966,0.06751631864328374,-9.892901045799249,0.3333333333333333
10,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,1,0,1,-3.094934195382251,-3.094934195382251,0.2792368721536942,-3.094934195382251,0.0
10,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,0,1,-5.072272909981862,-5.072272909981862,-0.11832216998329881,-5.072272909981862,0.0
11,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,1,1,0,7.120161224365248,7.120161224365248,0.07059997558593745,7.120161224365248,1.0
11,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,0,1,-6.742319389343251,-6.742319389343251,-0.0654424411797736,-6.742319389343251,0.0
11,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,2,2,0,26.6933867282186,13.3466933641093,0.05595558592351407,9.712878016880566,1.0
11,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,2,1,1,-5.752655793734959,-2.8763278968674797,0.002569309883119597,-8.814813502856666,0.5
11,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,18,7,11,37.810612000397484,2.100589555577638,0.0013783007252916961,-22.731356574944087,0.3888888888888889
11,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-8.357827068328845,-8.357827068328845,0.10798111187673687,-8.357827068328845,0.0
11,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,2,0,2,-23.406225877455284,-11.703112938727642,-0.3617630161061626,-12.922349558115002,0.0
12,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,1,0,1,-7.926689657211284,-7.926689657211284,-0.07616181046453219,-7.926689657211284,0.0
12,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,2,0,2,-19.12622804641721,-9.563114023208605,-0.0012302826331545003,-13.939244966506948,0.0
12,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,1,0,17.399116645812995,17.399116645812995,0.15294895735528224,17.399116645812995,1.0
12,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,23,9,14,32.99639711972692,1.4346259617272574,0.03154231727906119,-23.273088002886112,0.391304347826087
12,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,2,1,60.61659098870419,20.205530329568063,0.2220862005833273,-24.845130641392274,0.6666666666666666
12,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,3,2,1,5.303013704299971,1.767671234766657,-0.008417128986052772,-20.737959661483757,0.6666666666666666
12,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,2,1,1,2.550783931732198,1.275391965866099,0.807288404775443,-8.282342733110681,0.5
13,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,-18.937904891014,-6.312634963671333,-0.08327128811970685,-35.925063833509114,0.3333333333333333
13,RISK_OFF,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,1,0,20.713710492815295,20.713710492815295,0.24506747379267413,20.713710492815295,1.0
13,RISK_OFF,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,0,1,-19.534628193037832,-19.534628193037832,0.014393980060837253,-19.534628193037832,0.0
13,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,4,1,3,-55.106487312316716,-13.776621828079179,-0.09862923709170754,-27.907021077837214,0.25
13,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,21,14,7,301.2412229196012,14.34482013902863,0.05245739170190347,-34.5519834570203,0.6666666666666666
13,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-19.55708750479559,-19.55708750479559,0.07067665916562382,-19.55708750479559,0.0
13,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,1,1,0,9.904160003662113,9.904160003662113,0.12118638376160984,9.904160003662113,1.0
13,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,1,0,18.973516087123343,18.973516087123343,0.8053594991854505,18.973516087123343,1.0
14,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,0.6360223666600859,0.21200745555336198,0.09704820695570378,-14.520004927498917,0.3333333333333333
14,RISK_OFF,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,1,0,5.222148475646975,5.222148475646975,0.003767839889658342,5.222148475646975,1.0
14,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,4,1,3,-32.63557345226829,-8.158893363067072,-0.009267335943861893,-16.191379797799215,0.25
14,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,2,1,3.7244209612438226,1.241473653747941,0.04217199197620262,-11.796981837817583,0.6666666666666666
14,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,17,10,7,132.70830171557867,7.806370689151686,0.11704019420330919,-20.65998911067416,0.5882352941176471
14,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,15.168338498251828,5.0561128327506095,0.09251304018621272,-10.669286685398646,0.3333333333333333
14,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,3,0,3,-18.66523784746441,-6.221745949154804,-0.10624534078336934,-8.053160481044216,0.0
14,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,1,0,20.27831475939071,20.27831475939071,0.6051642284841745,20.27831475939071,1.0
15,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,4,0,4,-34.25185379872997,-8.562963449682492,0.17583234765138345,-17.94642820358274,0.0
15,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,-2.3888379295893714,-0.7962793098631238,0.10955756049760401,-6.721947789873383,0.3333333333333333
15,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,1.7808660793304654,0.5936220264434885,0.0215635139595269,-8.087487117222366,0.3333333333333333
15,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,24,11,13,131.79739710535358,5.491558212723066,0.012410154361386405,-20.521901772635303,0.4583333333333333
15,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,0,3,-31.78959242330278,-10.596530807767593,-0.06787716340718908,-12.394329821722835,0.0
15,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,2,0,2,-13.239873543875547,-6.619936771937773,-0.047644999895188056,-6.83452091870987,0.0
15,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,1,0,21.478637895856608,21.478637895856608,1.0747357422254824,21.478637895856608,1.0
16,MIXED,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,1,0,7.123107247488846,7.123107247488846,0.40035112629435754,7.123107247488846,1.0
16,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,1,0,1,-14.1065364401681,-14.1065364401681,0.6833333333333333,-14.1065364401681,0.0
16,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,0,1,-5.919937664576935,-5.919937664576935,-0.10474757312532934,-5.919937664576935,0.0
16,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,0,3,-4.20087387548174,-1.4002912918272468,0.00984637193431622,-2.2228382377624456,0.0
16,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-2.753090546199239,-2.753090546199239,-0.07228918315975852,-2.753090546199239,0.0
16,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,19,7,12,-14.495787893295187,-0.762936204910273,-0.04719435941013603,-15.27414465972356,0.3684210526315789
16,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,0.6976780439785415,0.23255934799284717,0.06751631864328374,-7.0663578898566115,0.3333333333333333
16,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,1,0,1,-5.39917381913321,-5.39917381913321,-0.08333332742017396,-5.39917381913321,0.0
16,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,0,1,-4.247644864763515,-4.247644864763515,-0.13239147648033156,-4.247644864763515,0.0
17,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,2,1,1,-14.298874225071472,-7.149437112535736,-0.2217319190592334,-21.419035449436706,0.5
